品种,分类,指标代码,指标中文名,单位,参数,适用范围
机构,每股指标,EPSDILUTED,每股收益EPS(稀释),元,报告期,机构
机构,每股指标,EPSDILUTEDEND,每股收益EPS(期末股本摊薄),元,报告期,机构
机构,每股指标,EPSDILUTEDNEW,每股收益EPS(最新股本摊薄),元,报告期,机构
机构,每股指标,EPSEXBASIC,每股收益EPS(扣除/基本),元,报告期,机构
机构,每股指标,EPSEXDILUTED,每股收益EPS(扣除/稀释),元,报告期,机构
机构,每股指标,EPSEXDILUTEDEND,每股收益EPS(扣除/期末股本摊薄),元,报告期,机构
机构,每股指标,EPSEXDILUTEDNEW,每股收益EPS(扣除/最新股本摊薄),,,机构
机构,每股指标,EPSTTM,每股收益EPS(TTM),元,-,机构
机构,每股指标,EPSNEW,每股收益EPS(最新公告),,-,机构
机构,每股指标,BPS,每股净资产BPS,元,报告期,机构
机构,每股指标,BPSDILUTEDNEW,每股净资产BPS(最新股本摊薄),元,报告期,机构
机构,每股指标,BPSNEW,每股净资产BPS(最新公告),元,-,机构
机构,每股指标,CFOPS,每股经营活动产生的现金流量净额,元,报告期,机构
机构,每股指标,CFOPSTTM,每股经营活动产生的现金流量净额(TTM),元,-,机构
机构,每股指标,CFOPSDILUTEDNEW,每股经营活动现金流量净额(最新股本摊薄),,,机构
机构,每股指标,GRPS,每股营业总收入,元,报告期,机构
机构,每股指标,ORPS,每股营业收入,元,报告期,机构
机构,每股指标,ORPSTTM,每股营业收入(TTM),元,-,机构
机构,每股指标,CAPITALRESERVEPS,每股资本公积,元,报告期,机构
机构,每股指标,CAPITALRESERVEPSNEW,每股资本公积(最新公告),,-,机构
机构,每股指标,SURPLUSRESERVEPS,每股盈余公积,元,报告期,机构
机构,每股指标,UNDISTRIBUTEDPS,每股未分配利润,元,报告期,机构
机构,每股指标,UNDISTRIBUTEDPSN,每股未分配利润(最新公告),元,-,机构
机构,每股指标,RETAINEDPS,每股留存收益,元,报告期,机构
机构,每股指标,MGXJJE,每股现金流量净额,元,报告期,机构
机构,每股指标,CFPSTTM,每股现金流量净额(TTM),元,-,机构
机构,每股指标,CFPSDILUTEDNEW,每股现金流量净额(最新股本摊薄),,报告期、调整类型,机构
机构,盈利能力,ROEAVG,净资产收益率ROE(平均),%,报告期,机构
机构,盈利能力,ROEWA,净资产收益率ROE(加权),%,报告期,机构
机构,盈利能力,ROEDILUTED,净资产收益率ROE(摊薄),%,报告期,机构
机构,盈利能力,ROEEXAVG,净资产收益率ROE(扣除/平均),%,报告期,机构
机构,盈利能力,ROEEXWA,净资产收益率ROE(扣除/加权),%,报告期,机构
机构,盈利能力,ROEEXDILUTED,净资产收益率ROE(扣除/摊薄),%,报告期,机构
机构,盈利能力,ROEAVGADD,"净资产收益率ROE(增发条件,计算值)",%,报告期,机构
机构,盈利能力,DEDUCTFALOWROEWA,扣非前后净资产收益率孰低(加权),,,机构
机构,盈利能力,NROA,总资产净利率ROA,%,报告期,机构
机构,盈利能力,ANNUROE,年化净资产收益率,%,报告期,机构
机构,盈利能力,ANNUNROA,年化总资产净利率,%,报告期,机构
机构,盈利能力,NITOGR,净利润/营业总收入,%,报告期,机构
机构,盈利能力,OPTOGR,营业利润/营业总收入,%,报告期,机构
机构,盈利能力,IMPAIRTOGR,资产减值损失/营业总收入,%,报告期,机构
机构,盈利能力,ROETTM,净资产收益率ROE(TTM),%,-,机构
机构,盈利能力,NROATTM,总资产净利率(TTM),%,-,机构
机构,盈利能力,NPMARGINTTM,销售净利率(TTM),%,-,机构
机构,盈利能力,NITOGRTTM,净利润/营业总收入(TTM),%,-,机构
机构,盈利能力,OPTOGRTTM,营业利润/营业总收入(TTM),%,-,机构
机构,盈利能力,IMPAIRTOGRTTM,资产减值损失/营业总收入(TTM),%,-,机构
机构,盈利能力,ROETTMDEDUCTED,净资产收益率ROETTM(扣除非经常性损益),%,-,机构
机构,收益质量,INVESTINCOMETOEBT,价值变动净收益/利润总额,%,报告期,机构
机构,收益质量,NONOPERATEPROFITTOEBT,营业外收支净额/利润总额,%,报告期,机构
机构,收益质量,TAXTOEBT,所得税/利润总额,%,报告期,机构
机构,收益质量,DEDUCTEDPROFITTOEBT,扣除非经常性损益的净利润/净利润,%,报告期,机构
机构,收益质量,OPERATEINCOMETOEBT,经营活动净收益/利润总额,%,报告期,机构
机构,收益质量,OPERATEINCOMETOEBTTTM,经营活动净收益/利润总额(TTM),%,报告期,机构
机构,收益质量,INVESTINCOMETOEBTTTM,价值变动净收益/利润总额(TTM),%,报告期,机构
机构,收益质量,NONOPERATEPROFITTOEBTTTM,营业外收支净额/利润总额(TTM),%,报告期,机构
机构,收益质量,NONOPERATEPROFIT,营业外收支净额,,,机构
机构,现金流量,CFOTOOR,经营活动产生的现金流量净额/营业收入,%,报告期,机构
机构,现金流量,CFOTOOPERATEINCOME,经营活动产生的现金流量净额/经营活动净收益,%,报告期,机构
机构,现金流量,CAPITALEXPENDITURE,资本支出/折旧摊销,%,报告期,机构
机构,现金流量,CFOTOORTTM,经营活动产生的现金流量净额/营业收入(TTM),%,报告期,机构
机构,现金流量,CFOTOOPERATEINCOMETTM,经营活动产生的现金流量净额/经营活动净收益(TTM),%,报告期,机构
机构,现金流量,CFOTOGR,经营活动产生的现金流量净额/营业总收入,%,报告期,机构
机构,现金流量,CFOTONP,经营活动产生的现金流量净额/净利润,,报告期,机构
机构,资本结构,QYCS,权益乘数,无,报告期,机构
机构,偿债能力,LIBILITYTOEQUITY,产权比率,无,报告期,机构
机构,偿债能力,EQUITYTOLIBILITY,归属母公司股东的权益/负债合计,无,报告期,机构
机构,偿债能力,CFOTOLIBILITY,经营活动产生的现金流量净额/负债合计,无,报告期,机构
机构,营运能力,TURNDAYS,营业周期(含应收票据),天,报告期,机构
机构,营运能力,NTURNDAYS,净营业周期(含应收票据),,报告期,机构
机构,营运能力,INVTURNDAYS,存货周转天数,天,报告期,机构
机构,营运能力,ARTURNDAYS,应收账款周转天数(含应收票据),天,报告期,机构
机构,营运能力,APTURNDAYS,应付账款周转天数(含应付票据),天,报告期,机构
机构,营运能力,INVTURNRATIO,存货周转率,次,报告期,机构
机构,营运能力,ARTURNRATIO,应收账款周转率(含应收票据),次,报告期,机构
机构,营运能力,APTURNRATIO,应付账款周转率(含应付票据),次,报告期,机构
机构,营运能力,CATURNRATIO,流动资产周转率,次,报告期,机构
机构,营运能力,FATURNRATIO,固定资产周转率,次,报告期,机构
机构,营运能力,ASSETTURNRATIO,总资产周转率,次,报告期,机构
机构,营运能力,WCTURNRATIO,营运资本周转率,次,报告期,机构
机构,营运能力,NCATURNRATE,非流动资本周转率,次,报告期,机构
机构,同比增长率,YOYEPSBASIC,基本每股收益同比增长率,%,报告期,机构
机构,同比增长率,YOYEPSDILUTED,稀释每股收益同比增长率,%,报告期,机构
机构,同比增长率,YOYCFOPS,每股经营活动中产生的现金流量净额同比增长率,%,报告期,机构
机构,同比增长率,YOYGR,营业总收入同比增长率,%,报告期,机构
机构,同比增长率,YOYOR,营业收入同比增长率,%,报告期,机构
机构,同比增长率,YOYOP,营业利润同比增长率,%,报告期,机构
机构,同比增长率,YOYEBT,利润总额同比增长率,%,报告期,机构
机构,同比增长率,YOYPNI,归属母公司股东的净利润同比增长率,%,报告期,机构
机构,同比增长率,YOYPNIDEDUCTED,归属母公司股东的净利润同比增长率(扣除非经常性损益),%,报告期,机构
机构,同比增长率,YOYCFO,经营活动产生的现金流量净额同比增长率,%,报告期,机构
机构,同比增长率,YOYROELILUTED,净资产收益率同比增长率(摊薄),%,报告期,机构
机构,同比增长率,YOYEQUITY,净资产同比增长率,%,报告期,机构
机构,同比增长率,YOYLIBILITY,总负债同比增长率,%,报告期,机构
机构,同比增长率,YOYCF,现金净流量同比增长率,%,报告期,机构
机构,同比增长率,YOYASSET,总资产同比增长率,%,报告期,机构
机构,同比增长率,YOYNI,净利润同比增长率,,报告期,机构
机构,同比增长率,YOYTOC,营业总成本同比增长率,%,报告期,机构
机构,相对年初增长率,BPSRELATIVE,每股净资产相对年初增长率,%,报告期,机构
机构,相对年初增长率,ASSETRELATIVE,资产总计相对年初增长率,%,报告期,机构
机构,相对年初增长率,EQUITYRELATIVE,归属母公司股东的权益相对年初增长率,%,报告期,机构
机构,N年增长率,NYGROWTHRATEGR,营业总收入N年增长率,%,报告期、年数,机构
机构,N年增长率,NYGROWTHRATEGC,营业总成本N年增长率,%,报告期、年数,机构
机构,N年增长率,NYGROWTHRATEOR,营业收入N年增长率,%,报告期、年数,机构
机构,N年增长率,NYGROWTHRATEOP,营业利润N年增长率,%,报告期、年数,机构
机构,N年增长率,NYGROWTHRATEOPERATEINCOME,经营活动净收益N年增长率,%,报告期、年数,机构
机构,N年增长率,NYGROWTHRATEINVESTINCOME,价值变动净收益N年增长率,%,报告期、年数,机构
机构,N年增长率,NYGROWTHRATEEBT,利润总额N年增长率,%,报告期、年数,机构
机构,N年增长率,NYGROWTHRATENI,净利润N年增长率,%,报告期、年数,机构
机构,N年增长率,NYGROWTHRATEPNI,归属母公司股东的净利润N年增长率,%,报告期、年数,机构
机构,N年增长率,NYGROWTHRATENIDEDUCTED,归属母公司股东的净利润—扣除非经常性损益N年增长率,%,报告期、年数,机构
机构,N年增长率,NYGROWTHRATECFO,经营活动产生的现金流量净额N年增长率,%,报告期、年数,机构
机构,N年增长率,NYGROWTHRATEASSET,资产总计N年增长率,%,报告期、年数,机构
机构,N年增长率,NYGROWTHRATETOTALEQUITY,股东权益N年增长率,%,报告期、年数,机构
机构,N年增长率,NYGROWTHRATEEQUITY,归属母公司股东的权益N年增长率,%,报告期、年数,机构
机构,N年增长率,NYGROWTHRATENITOOR,销售利润率N年增长率,%,报告期、年数,机构
机构,N年增长率,NYGROWTHRATEROE,净资产收益率N年增长率,%,报告期、年数,机构
机构,杜邦分析,DUPONTROE,净资产收益率ROE,%,报告期,机构
机构,杜邦分析,DUPONTASSETSTOEQUITY,权益乘数(杜邦分析),无,报告期,机构
机构,杜邦分析,DUPONTASSETTURN,总资产周转率,次,报告期,机构
机构,杜邦分析,DUPONTPNITONI,归属母公司股东的净利润/净利润,%,报告期,机构
机构,杜邦分析,DUPONTNITOGR,净利润/营业总收入,%,报告期,机构
机构,杜邦分析,DUPONTTAXBURDEN,净利润/利润总额,%,报告期,机构
机构,杜邦分析,DUPONTINTBURDEN,利润总额/息税前利润,%,报告期,机构
机构,杜邦分析,DUPONTEBITTOGR,息税前利润/营业总收入,%,报告期,机构
机构,Z值预警,WORKINGCAPITALTOASSET,营运资本/资产总计,%,报告期,机构
机构,Z值预警,RETAINEDTOASSET,留存收益/资产总计,%,报告期,机构
机构,Z值预警,EBITTTMTOASSET,息税前利润(TTM)/资产总计,%,报告期,机构
机构,Z值预警,MVTOLIBILITY,当日总市值/负债总计,,报告期,机构
机构,Z值预警,ORTTMTOASSET,营业收入(TTM)/资产总计,%,报告期,机构
机构,Z值预警,EQUITYLIBILITY,股东权益合计/负债总计,%,报告期,机构
机构,Z值预警,Z,Z值,-,报告期,机构
机构,基于利润表,EXTRAORDINARY,非经常性损益,元,报告期,机构
机构,基于利润表,DEDUCTEDINCOME,扣除非经常性损益后归属于母公司股东的净利润,元,报告期,机构
机构,基于利润表,LOWERDIANDNI,扣非前后净利润孰低,,,机构
机构,基于利润表,OPERATEINCOME,经营活动净收益,元,报告期,机构
机构,基于利润表,INVESTINCOME,价值变动净收益,元,报告期,机构
机构,基于利润表,UNDISTRIBUTEDPROFIT,未分配利润(最新公告),,,机构
机构,基于资产负债表,RETAINED,留存收益,元,报告期,机构
机构,基于现金流量表,DA,当期计提折旧与摊销,元,报告期,机构
机构,基于利润表TTM,GRTTM,营业总收入(TTM),元,交易日期,机构
机构,基于利润表TTM,ORTTM,营业收入(TTM),元,交易日期,机构
机构,基于利润表TTM,EXPENSETTM,营业支出---金融类(TTM),元,单位设置,机构
机构,基于利润表TTM,IMPAIRMENTTTM,资产减值损失(TTM),元,-,机构
机构,基于利润表TTM,OPERATEINCOMETTM,经营活动净收益(TTM),元,-,机构
机构,基于利润表TTM,INVESTINCOMETTM,价值变动净收益(TTM),元,-,机构
机构,基于利润表TTM,OPTTM,营业利润(TTM),元,-,机构
机构,基于利润表TTM,NONOPERATEPROFITTTM,营业外收支净额(TTM),元,-,机构
机构,基于利润表TTM,EBTTTM,利润总额(TTM),元,-,机构
机构,基于利润表TTM,NITTM,净利润(TTM),元,交易日期,机构
机构,基于利润表TTM,PNITTM,归属母公司股东的净利润(TTM),元,交易日期,机构
机构,基于利润表TTM,KCFJCXSYJLRTTM,扣除非经常性损益净利润(TTM),元,交易日期，TTM基准日,机构
机构,基于利润表TTM,TAXTTM,所得税(TTM),元,-,机构
机构,基于现金流量表TTM,CFOTTM,经营活动现金净流量(TTM),元,交易日期,机构
机构,基于现金流量表TTM,CFITTM,投资活动现金净流量(TTM),元,-,机构
机构,基于现金流量表TTM,CFFTTM,筹资活动现金净流量(TTM),元,-,机构
机构,基于现金流量表TTM,CFTTM,现金净流量(TTM),元,-,机构
机构,基于资产负债表MRQ,ASSETMRQ,资产总计(MRQ),元,-,机构
机构,基于资产负债表MRQ,LIBILITYMRQ,负债合计(MRQ),元,-,机构
机构,基于资产负债表MRQ,TOTALEQUITYMRQ,股东权益(MRQ),元,-,机构
机构,基于资产负债表MRQ,EQUITYMRQ,归属母公司股东的权益(MRQ),元,-,机构
机构,基于资产负债表MRQ,EQUITYNEW,"归属母公司股东的权益(最新公告,剔除其他权益工具)",元,-,机构
机构,现金流诊断指标,TOTALEARNING,总赚钱,,报告期,机构
机构,现金流诊断指标,NETEARNING,净赚钱,,报告期,机构
机构,现金流诊断指标,UNDISTRITOTALEARNING,年初未分配总赚钱,,报告期,机构
机构,现金流诊断指标,TOTALEARNINGPS,每股总赚钱(报告期),,报告期,机构
机构,现金流诊断指标,NETEARNINGPS,每股净赚钱(报告期),,报告期,机构
机构,现金流诊断指标,UNDISTRITOTALEARNINGPS,每股年初未分配总赚钱(报告期),,报告期,机构
机构,现金流诊断指标,COMPREHENSIVEEARNINGPSPERIOD,每股赚钱综合值(报告期),,报告期,机构
机构,现金流诊断指标,COMPREHENSIVEEARNINGPS,每股赚钱综合值,,交易日期,机构
机构,现金流诊断指标,PRICEEARNING,市赚率,,报告期,机构
机构,现金流诊断指标,HEMATOPOIETICAMT,造血量,元,,机构
机构,现金流诊断指标,BLOODTRSANF,输血量,元,,机构
机构,券商专项指标,SECURITYSPEIND,净资本,元,报告期,机构
机构,单季度财务指标,QEPS,单季度.每股收益EPS,元,报告期,机构
机构,单季度财务指标,QDEDUCTEDPROFIT,单季度.扣除非经常损益后的净利润,元,年度、季度,机构
机构,单季度财务指标,QOPERATEINCOME,单季度.经营活动净收益,元,年度、季度,机构
机构,单季度财务指标,QINVESTINCOME,单季度.价值变动净收益,元,报告期,机构
机构,单季度财务指标,QROE,单季度.净资产收益率ROE,%,年度、季度,机构
