品种,分类,指标代码,指标中文名,单位,参数,适用范围
股票,流动负债,BALANCESTATEMENT_106,拆入资金,元,报告期、报表类型,沪深股票
股票,流动负债,BALANCESTATEMENT_226,交易性金融负债,,,沪深股票
股票,流动负债,BALANCESTATEMENT_170,以公允价值计量且其变动计入当期损益的金融负债,,,沪深股票
股票,流动负债,BALANCESTATEMENT_76,      其中：交易性金融负债,元,报告期、报表类型,沪深股票
股票,流动负债,BALANCESTATEMENT_171,      其中：指定以公允价值计量且其变动计入当期损益的金融负债,,,沪深股票
股票,流动负债,BALANCESTATEMENT_107,衍生金融负债,元,报告期、报表类型,沪深股票
股票,流动负债,BALANCESTATEMENT_221,应付票据及应付账款,,,沪深股票
股票,流动负债,BALANCESTATEMENT_77,应付票据,元,报告期、报表类型,沪深股票
股票,流动负债,BALANCESTATEMENT_78,应付账款,元,报告期、报表类型,沪深股票
股票,流动负债,BALANCESTATEMENT_79,预收款项,元,报告期、报表类型,沪深股票
股票,流动负债,BALANCESTATEMENT_213,合同负债,,,沪深股票
股票,流动负债,BALANCESTATEMENT_108,卖出回购金融资产款,元,报告期、报表类型,沪深股票
股票,流动负债,BALANCESTATEMENT_113,应付手续费及佣金,元,报告期、报表类型,沪深股票
股票,流动负债,BALANCESTATEMENT_80,应付职工薪酬,元,报告期、报表类型,沪深股票
股票,流动负债,BALANCESTATEMENT_81,应交税费,元,报告期、报表类型,沪深股票
股票,流动负债,BALANCESTATEMENT_227,其他应付款合计,,,沪深股票
股票,流动负债,BALANCESTATEMENT_82,      其中：应付利息,元,报告期、报表类型,沪深股票
股票,流动负债,BALANCESTATEMENT_83,      其中：应付股利,元,报告期、报表类型,沪深股票
股票,流动负债,BALANCESTATEMENT_84,      其中：其他应付款,,,沪深股票
股票,流动负债,BALANCESTATEMENT_114,应付分保账款,元,报告期、报表类型,沪深股票
股票,流动负债,BALANCESTATEMENT_188,内部应付款,元,报告期、报表类型,沪深股票
股票,流动负债,BALANCESTATEMENT_189,预计流动负债,元,报告期、报表类型,沪深股票
股票,流动负债,BALANCESTATEMENT_154,保险合同准备金,元,报告期、报表类型,沪深股票
股票,流动负债,BALANCESTATEMENT_123,代理买卖证券款,元,报告期、报表类型,沪深股票
股票,流动负债,BALANCESTATEMENT_124,代理承销证券款,元,报告期、报表类型,沪深股票
股票,流动负债,BALANCESTATEMENT_87,一年内的递延收益,元,报告期、报表类型,沪深股票
股票,流动负债,BALANCESTATEMENT_208,以摊余成本计量的金融负债,,,沪深股票
股票,流动负债,BALANCESTATEMENT_147,应付短期债券,元,报告期、报表类型,沪深股票
股票,流动负债,BALANCESTATEMENT_203,划分为持有待售的负债,,,沪深股票
股票,流动负债,BALANCESTATEMENT_88,一年内到期的非流动负债,元,报告期、报表类型,沪深股票
股票,流动负债,BALANCESTATEMENT_191,代理业务负债,,,沪深股票
股票,流动负债,BALANCESTATEMENT_89,其他流动负债,元,报告期、报表类型,沪深股票
股票,流动负债,BALANCESTATEMENT_90,流动负债其他项目,,,沪深股票
股票,流动负债,BALANCESTATEMENT_91,流动负债平衡项目,,,沪深股票
股票,流动负债,BALANCESTATEMENT_93,流动负债合计,元,报告期、报表类型,沪深股票
股票,流动负债,OTHERLLBN,流动负债其他项目(说明),-,证券代码，报告期，报表类型,沪深股票
股票,流动负债,ACCRUEDEXP,预提费用,元,报告期、报表类型,沪深股票
股票,流动负债,CM_TOT_ACCT_PAYABLE,应付款项,,,沪深股票
股票,流动负债,CM_DEFERRED_INC_CUR_LIAB,递延收益-流动负债,元,报告期、报表类型、单位设置,沪深股票
股票,非流动负债,BALANCESTATEMENT_94,长期借款,元,报告期、报表类型,沪深股票
股票,非流动负债,BALANCESTATEMENT_215,以摊余成本计量的金融负债(非流动),,,沪深股票
股票,非流动负债,BALANCESTATEMENT_95,应付债券,元,报告期、报表类型,沪深股票
股票,非流动负债,BALANCESTATEMENT_193,     其中：优先股(应付债券),,,沪深股票
股票,非流动负债,BALANCESTATEMENT_194,     其中：永续债(应付债券),,,沪深股票
股票,非流动负债,BALANCESTATEMENT_228,租赁负债,,,沪深股票
股票,非流动负债,BALANCESTATEMENT_96,长期应付款,元,报告期、报表类型,沪深股票
股票,非流动负债,BALANCESTATEMENT_201,长期应付职工薪酬,,,沪深股票
股票,非流动负债,BALANCESTATEMENT_97,专项应付款,元,报告期、报表类型,沪深股票
股票,非流动负债,BALANCESTATEMENT_86,预计负债,元,报告期、报表类型,沪深股票
股票,非流动负债,BALANCESTATEMENT_148,递延收益,元,报告期、报表类型、单位设置,沪深股票
股票,非流动负债,BALANCESTATEMENT_98,递延所得税负债,元,报告期、报表类型,沪深股票
股票,非流动负债,BALANCESTATEMENT_99,其他非流动负债,元,报告期、报表类型,沪深股票
股票,非流动负债,BALANCESTATEMENT_100,非流动负债其他项目,,,沪深股票
股票,非流动负债,BALANCESTATEMENT_101,非流动负债平衡项目,,,沪深股票
股票,非流动负债,BALANCESTATEMENT_103,非流动负债合计,元,报告期、报表类型,沪深股票
股票,非流动负债,BALANCESTATEMENT_125,负债其他项目,,,沪深股票
股票,非流动负债,BALANCESTATEMENT_126,负债平衡项目,,,沪深股票
股票,非流动负债,BALANCESTATEMENT_128,负债合计,元,报告期、报表类型,沪深股票
股票,非流动负债,OTHERNLLBN,非流动负债其他项目(说明),-,证券代码，报告期，报表类型,沪深股票
股票,非流动负债,OTHERLIABBN,负债其他项目(说明),-,证券代码，报告期，报表类型,沪深股票
股票,非流动负债,LONG_PAYABLE_TOTAL,长期应付款(合计),元,报告期、报表类型,沪深股票
股票,所有者权益,BALANCESTATEMENT_129,实收资本(股本),元,报告期、报表类型,沪深股票
股票,所有者权益,BALANCESTATEMENT_195,其他权益工具,,,沪深股票
股票,所有者权益,BALANCESTATEMENT_196,      其中：优先股(其他权益工具),,,沪深股票
股票,所有者权益,BALANCESTATEMENT_197,      其中：永续债(其他权益工具),,,沪深股票
股票,所有者权益,BALANCESTATEMENT_198,      其中：其他(其他权益工具),,,沪深股票
股票,所有者权益,BALANCESTATEMENT_130,资本公积,元,报告期、报表类型,沪深股票
股票,所有者权益,BALANCESTATEMENT_199,其他综合收益,,,沪深股票
股票,所有者权益,BALANCESTATEMENT_133,库存股,元,报告期、报表类型,沪深股票
股票,所有者权益,BALANCESTATEMENT_159,专项储备,,,沪深股票
股票,所有者权益,BALANCESTATEMENT_131,盈余公积,元,报告期、报表类型,沪深股票
股票,所有者权益,BALANCESTATEMENT_134,一般风险准备,元,报告期、报表类型,沪深股票
股票,所有者权益,BALANCESTATEMENT_151,未确定的投资损失,元,报告期、报表类型,沪深股票
股票,所有者权益,BALANCESTATEMENT_132,未分配利润,元,报告期、报表类型,沪深股票
股票,所有者权益,BALANCESTATEMENT_160,拟分配现金股利,,,沪深股票
股票,所有者权益,BALANCESTATEMENT_135,外币报表折算差额,元,报告期、报表类型,沪深股票
股票,所有者权益,BALANCESTATEMENT_161,归属于母公司股东权益其他项目,,,沪深股票
股票,所有者权益,BALANCESTATEMENT_162,归属于母公司股东权益平衡项目,,,沪深股票
股票,所有者权益,BALANCESTATEMENT_140,归属于母公司股东权益合计,元,报告期、报表类型,沪深股票
股票,所有者权益,BALANCESTATEMENT_136,少数股东权益,元,报告期、报表类型,沪深股票
股票,所有者权益,BALANCESTATEMENT_137,股东权益其他项目,,,沪深股票
股票,所有者权益,BALANCESTATEMENT_138,股东权益平衡项目,,,沪深股票
股票,所有者权益,BALANCESTATEMENT_141,股东权益合计,元,报告期、报表类型,沪深股票
股票,所有者权益,BALANCESTATEMENT_142,负债和股东权益其他项目,,,沪深股票
股票,所有者权益,BALANCESTATEMENT_143,负债和股东权益平衡项目,,,沪深股票
股票,所有者权益,BALANCESTATEMENT_145,负债和股东权益合计,元,报告期、报表类型,沪深股票
股票,所有者权益,OTHERSHEQBN,股东权益其他项目(说明),-,证券代码，报告期，报表类型,沪深股票
股票,所有者权益,OTHERLIABSHEQBN,负债和股东权益其他项目(说明),-,证券代码，报告期，报表类型,沪深股票
股票,所有者权益,CM_UNCONFIRMED_INVEST_LOSS_BS,未确认的投资损失_BS,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_83,营业总收入,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_9,营业收入,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_19,利息收入,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_28,已赚保费,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_22,手续费及佣金收入,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_85,其他业务收入,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_88,营业总收入其他项目,,,沪深股票
股票,利润表,INCOMESTATEMENT_84,营业总成本,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_10,营业成本,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_20,利息支出,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_23,手续费及佣金支出,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_89,研发费用,,,沪深股票
股票,利润表,INCOMESTATEMENT_39,退保金,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_33,赔付支出净额,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_35,提取保险合同准备金净额,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_40,保单红利支出,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_38,分保费用,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_86,其他业务成本,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_11,税金及附加,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_12,销售费用,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_13,管理费用,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_14,财务费用,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_127,    其中：利息支出,,,沪深股票
股票,利润表,INCOMESTATEMENT_128,    其中：利息收入,,,沪深股票
股票,利润表,INCOMESTATEMENT_15,资产减值损失,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_129,信用减值损失,,,沪深股票
股票,利润表,INCOMESTATEMENT_90,营业总成本其他项目,,,沪深股票
股票,利润表,INCOMESTATEMENT_16,公允价值变动收益,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_17,投资收益,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_82,对联营企业和合营企业的投资收益,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_130,净敞口套期收益,,,沪深股票
股票,利润表,INCOMESTATEMENT_25,汇兑收益,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_180,资产减值损失(新),,,沪深股票
股票,利润表,INCOMESTATEMENT_182,信用减值损失(新),,,沪深股票
股票,利润表,INCOMESTATEMENT_123,资产处置收益,,,沪深股票
股票,利润表,INCOMESTATEMENT_124,其他收益,,,沪深股票
股票,利润表,INCOMESTATEMENT_45,营业利润其他项目,,,沪深股票
股票,利润表,INCOMESTATEMENT_46,营业利润平衡项目,,,沪深股票
股票,利润表,INCOMESTATEMENT_48,营业利润,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_49,营业外收入,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_118,非流动资产处置利得,,,沪深股票
股票,利润表,INCOMESTATEMENT_50,营业外支出,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_51,非流动资产处置净损失,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_52,影响利润总额的其他项目,,,沪深股票
股票,利润表,INCOMESTATEMENT_53,利润总额平衡项目,,,沪深股票
股票,利润表,INCOMESTATEMENT_55,利润总额,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_56,所得税,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_87,未确认投资损失,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_57,影响净利润的其他项目,,,沪深股票
股票,利润表,INCOMESTATEMENT_120,净利润差额(合计平衡项目2),,,沪深股票
股票,利润表,INCOMESTATEMENT_60,净利润,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_125,持续经营净利润,,,沪深股票
股票,利润表,INCOMESTATEMENT_126,终止经营净利润,,,沪深股票
股票,利润表,INCOMESTATEMENT_91,被合并方在合并前实现利润,,,沪深股票
股票,利润表,INCOMESTATEMENT_61,归属于母公司股东的净利润,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_62,少数股东损益,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_92,净利润其他项目,,,沪深股票
股票,利润表,INCOMESTATEMENT_58,净利润差额(合计平衡项目),,,沪深股票
股票,利润表,INCOMESTATEMENT_80,基本每股收益,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_81,稀释每股收益,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_114,其他综合收益,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_116,归属于母公司股东的其他综合收益,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_115,归属于少数股东的其他综合收益,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_113,综合收益总额,元,报告期、报表类型,沪深股票
股票,利润表,INCOMESTATEMENT_93,归属于母公司所有者的综合收益总额,,,沪深股票
股票,利润表,INCOMESTATEMENT_94,归属于少数股东的综合收益总额,,,沪深股票
股票,利润表,INCOMESTATEMENT_139,以摊余成本计量的金融资产终止确认收益,,,沪深股票
股票,利润表,OTHERNETPBN,净利润其他项目(说明),-,证券代码，报告期，报表类型,沪深股票
股票,利润表,OTHEROPPBN,营业利润其他项目(说明),-,证券代码，报告期，报表类型,沪深股票
股票,利润表,SUMPROFITOTHERNOTES,影响利润总额的其他项目(说明),-,报告期、报表类型,沪深股票
股票,利润表,OTHERNI,其他业务净收益,,"证券代码,报告期,报表合并调整类型,科目",沪深股票
股票,利润表,TOTALOPERATEEXP2,营业总成本2,元,报告期、报表类型,沪深股票
股票,利润表,TOTALOPERATEEXP3,营业总成本3,元,报告期、报表类型,沪深股票
股票,利润表,CM_NET_INVEST_INC,投资净收益,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_9,销售商品、提供劳务收到的现金,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_12,客户存款和同业存放款项净增加额,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_13,向中央银行借款净增加额,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_14,向其他金融机构拆入资金净增加额,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_16,收到原保险合同保费取得的现金,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_17,收到再保险业务现金净额,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_64,保户储金及投资款净增加额,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_18,处置交易性金融资产净增加额,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_186,收取利息、手续费及佣金的现金,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_20,拆入资金净增加额,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_120,发放贷款及垫款的净减少额,,,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_21,回购业务资金净增加额,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_10,收到的税费返还,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_11,收到其他与经营活动有关的现金,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_22,经营活动现金流入其他项目,,,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_23,经营活动现金流入平衡项目,,,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_25,经营活动现金流入小计,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_26,购买商品、接受劳务支付的现金,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_30,客户贷款及垫款净增加额,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_31,存放中央银行和同业款项净增加额,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_32,支付原保险合同赔付款项的现金,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_33,支付利息、手续费及佣金的现金,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_195,支付保单红利的现金,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_27,支付给职工以及为职工支付的现金,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_28,支付的各项税费,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_29,支付其他与经营活动有关的现金,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_34,经营活动现金流出其他项目,,,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_35,经营活动现金流出平衡项目,,,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_37,经营活动现金流出小计,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_121,经营活动产生的现金流量净额其他项目,,,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_38,经营活动产生的现金流量净额平衡项目,,,沪深股票
股票,经营活动产生的现金流量,CASHFLOWSTATEMENT_39,经营活动产生的现金流量净额,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,OTHEROPFLIBN,经营活动现金流入其他项目(说明),-,证券代码，报告期，报表类型,沪深股票
股票,经营活动产生的现金流量,OTHEROPFLOBN,经营活动现金流出其他项目(说明),-,证券代码，报告期，报表类型,沪深股票
股票,经营活动产生的现金流量,CM_HANDLING_CHRG_PAID,支付手续费的现金,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CM_NET_INCR_INSURED_DEP,保户储金净增加额,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CM_NET_FINA_INSTRUMENTS_MEASURED_AT_FMV,以公允价值计量且其变动计入当期损益的金融工具净额,元,报告期、报表类型、币种,沪深股票
股票,经营活动产生的现金流量,CM_NET_INCR_INT_HANDLING_CHRG,收取利息和手续费净增加额,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CM_NET_INCR_DEP_CBOB,存放央行和同业款项净增加额,元,报告期、报表类型,沪深股票
股票,经营活动产生的现金流量,CM_NET_CASH_RECEIVED_REINSU_BUS,收到再保业务现金净额,元,报告期、报表类型,沪深股票
股票,投资活动产生的现金流量,CASHFLOWSTATEMENT_40,收回投资收到的现金,元,报告期、报表类型,沪深股票
股票,投资活动产生的现金流量,CASHFLOWSTATEMENT_41,取得投资收益收到的现金,元,报告期、报表类型,沪深股票
股票,投资活动产生的现金流量,CASHFLOWSTATEMENT_42,处置固定资产、无形资产和其他长期资产收回的现金净额,元,报告期、报表类型,沪深股票
股票,投资活动产生的现金流量,CASHFLOWSTATEMENT_43,处置子公司及其他营业单位收到的现金净额,元,报告期、报表类型,沪深股票
股票,投资活动产生的现金流量,CASHFLOWSTATEMENT_232,减少质押和定期存款所收到的现金,元,报告期、报表类型,沪深股票
股票,投资活动产生的现金流量,CASHFLOWSTATEMENT_44,收到其他与投资活动有关的现金,元,报告期、报表类型,沪深股票
股票,投资活动产生的现金流量,CASHFLOWSTATEMENT_45,投资活动现金流入其他项目,,,沪深股票
股票,投资活动产生的现金流量,CASHFLOWSTATEMENT_46,投资活动现金流入平衡项目,,,沪深股票
股票,投资活动产生的现金流量,CASHFLOWSTATEMENT_48,投资活动现金流入小计,元,报告期、报表类型,沪深股票
股票,投资活动产生的现金流量,CASHFLOWSTATEMENT_49,购建固定资产、无形资产和其他长期资产支付的现金,元,报告期、报表类型,沪深股票
股票,投资活动产生的现金流量,CASHFLOWSTATEMENT_50,投资支付的现金,元,报告期、报表类型,沪深股票
股票,投资活动产生的现金流量,CASHFLOWSTATEMENT_53,质押贷款净增加额,元,报告期、报表类型,沪深股票
股票,投资活动产生的现金流量,CASHFLOWSTATEMENT_51,取得子公司及其他营业单位支付的现金净额,元,报告期、报表类型,沪深股票
股票,投资活动产生的现金流量,CASHFLOWSTATEMENT_233,增加质押和定期存款所支付的现金,元,报告期、报表类型,沪深股票
股票,投资活动产生的现金流量,CASHFLOWSTATEMENT_52,支付其他与投资活动有关的现金,元,报告期、报表类型,沪深股票
股票,投资活动产生的现金流量,CASHFLOWSTATEMENT_54,投资活动现金流出其他项目,,,沪深股票
股票,投资活动产生的现金流量,CASHFLOWSTATEMENT_55,投资活动现金流出平衡项目,,,沪深股票
股票,投资活动产生的现金流量,CASHFLOWSTATEMENT_57,投资活动现金流出小计,元,报告期、报表类型,沪深股票
股票,投资活动产生的现金流量,CASHFLOWSTATEMENT_122,投资活动产生的现金流量净额其他项目,,,沪深股票
股票,投资活动产生的现金流量,CASHFLOWSTATEMENT_58,投资活动产生的现金流量净额平衡项目,,,沪深股票
股票,投资活动产生的现金流量,CASHFLOWSTATEMENT_59,投资活动产生的现金流量净额,元,报告期、报表类型,沪深股票
股票,投资活动产生的现金流量,DIFFCASHINFLOWNOTES,投资活动现金流入其他项目(说明),-,报告期、报表类型,沪深股票
股票,投资活动产生的现金流量,DIFFCASHOUTFLOWNOTES,投资活动现金流出其他项目(说明),-,报告期、报表类型,沪深股票
股票,筹资活动产生的现金流量,CASHFLOWSTATEMENT_60,吸收投资收到的现金,元,报告期、报表类型,沪深股票
股票,筹资活动产生的现金流量,CASHFLOWSTATEMENT_118,        其中：子公司吸收少数股东投资收到的现金,元,报告期、报表类型,沪深股票
股票,筹资活动产生的现金流量,CASHFLOWSTATEMENT_61,取得借款收到的现金,元,报告期、报表类型,沪深股票
股票,筹资活动产生的现金流量,CASHFLOWSTATEMENT_63,发行债券收到的现金,元,报告期、报表类型,沪深股票
股票,筹资活动产生的现金流量,CASHFLOWSTATEMENT_62,收到其他与筹资活动有关的现金,元,报告期、报表类型,沪深股票
股票,筹资活动产生的现金流量,CASHFLOWSTATEMENT_65,筹资活动现金流入其他项目,,,沪深股票
股票,筹资活动产生的现金流量,CASHFLOWSTATEMENT_66,筹资活动现金流入平衡项目,,,沪深股票
股票,筹资活动产生的现金流量,CASHFLOWSTATEMENT_68,筹资活动现金流入小计,元,报告期、报表类型,沪深股票
股票,筹资活动产生的现金流量,CASHFLOWSTATEMENT_69,偿还债务支付的现金,元,报告期、报表类型,沪深股票
股票,筹资活动产生的现金流量,CASHFLOWSTATEMENT_70,分配股利、利润或偿付利息支付的现金,元,报告期、报表类型,沪深股票
股票,筹资活动产生的现金流量,CASHFLOWSTATEMENT_119,        其中：子公司支付给少数股东的股利、利润,元,报告期、报表类型,沪深股票
股票,筹资活动产生的现金流量,CASHFLOWSTATEMENT_123,购买子公司少数股权而支付的现金,,,沪深股票
股票,筹资活动产生的现金流量,CASHFLOWSTATEMENT_71,支付其他与筹资活动有关的现金,元,报告期、报表类型,沪深股票
股票,筹资活动产生的现金流量,CASHFLOWSTATEMENT_124,        其中：子公司减资支付给少数股东的现金,,,沪深股票
股票,筹资活动产生的现金流量,CASHFLOWSTATEMENT_72,筹资活动现金流出其他项目,,,沪深股票
股票,筹资活动产生的现金流量,CASHFLOWSTATEMENT_73,筹资活动现金流出平衡项目,,,沪深股票
股票,筹资活动产生的现金流量,CASHFLOWSTATEMENT_75,筹资活动现金流出小计,元,报告期、报表类型,沪深股票
股票,筹资活动产生的现金流量,CASHFLOWSTATEMENT_125,筹资活动产生的现金流量净额其他项目,,,沪深股票
股票,筹资活动产生的现金流量,CASHFLOWSTATEMENT_76,筹资活动产生的现金流量净额平衡项目,,,沪深股票
股票,筹资活动产生的现金流量,CASHFLOWSTATEMENT_77,筹资活动产生的现金流量净额,元,报告期、报表类型,沪深股票
股票,筹资活动产生的现金流量,CASHFLOWSTATEMENT_OFN,筹资活动现金流出其他项目(说明),-,证券代码，报告期，报表类型,沪深股票
股票,筹资活动产生的现金流量,FINOTHERNOTES,筹资活动现金流入其他项目(说明),-,证券代码，报告期，报表类型,沪深股票
股票,现金及现金等价物净增加,CASHFLOWSTATEMENT_78,汇率变动对现金及现金等价物的影响,元,报告期、报表类型,沪深股票
股票,现金及现金等价物净增加,CASHFLOWSTATEMENT_79,现金及现金等价物净增加额其他项目,,,沪深股票
股票,现金及现金等价物净增加,CASHFLOWSTATEMENT_80,现金及现金等价物净增加额平衡项目,,,沪深股票
股票,现金及现金等价物净增加,CASHFLOWSTATEMENT_82,现金及现金等价物净增加额,元,报告期、报表类型,沪深股票
股票,现金及现金等价物净增加,CASHFLOWSTATEMENT_83,期初现金及现金等价物余额,元,报告期、报表类型,沪深股票
股票,现金及现金等价物净增加,CASHFLOWSTATEMENT_126,期末现金及现金等价物余额其他项目,,,沪深股票
股票,现金及现金等价物净增加,CASHFLOWSTATEMENT_127,期末现金及现金等价物余额平衡项目,,,沪深股票
股票,现金及现金等价物净增加,CASHFLOWSTATEMENT_84,期末现金及现金等价物余额,元,报告期、报表类型,沪深股票
股票,现金及现金等价物净增加,NICASHEQUIOTHERNOTES,现金及现金等价物净增加额其他项目(说明),,,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_85,净利润-现金流量表,,,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_86,资产减值准备,元,报告期、报表类型,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_206,固定资产和投资性房地产折旧,,,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_87,      其中：固定资产折旧、油气资产折耗、生产性生物资产折旧,元,报告期、报表类型,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_207,      其中：投资性房地产折旧,,,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_88,无形资产摊销,元,报告期、报表类型,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_89,长期待摊费用摊销,元,报告期、报表类型,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_208,递延收益摊销,,,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_90,待摊费用的减少,元,报告期、报表类型,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_91,预提费用的增加,元,报告期、报表类型,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_92,处置固定资产、无形资产和其他长期资产的损失,元,报告期、报表类型,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_93,固定资产报废损失,元,报告期、报表类型,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_94,公允价值变动损失,元,报告期、报表类型,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_95,财务费用,元,报告期、报表类型,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_96,投资损失,元,报告期、报表类型,沪深股票
股票,补充资料,CASHFLOWSTATEMENT_209,递延所得税,,,沪深股票
